time_stamp,time,volume,open,close,low,high
1602682200,2020-10-14 13:30:00,1658700,1574.5999755859375,1563.43994140625,1545.9000244140625,1583.8499755859375
1602768600,2020-10-15 13:30:00,1560500,1544.5,1555.469970703125,1541.1300048828125,1571.4000244140625
1602855000,2020-10-16 13:30:00,1709700,1561.8299560546875,1567.699951171875,1557.6600341796875,1577.7099609375
1603114200,2020-10-19 13:30:00,1486700,1575.9300537109375,1529.949951171875,1522.9200439453125,1583.9300537109375
1603200600,2020-10-20 13:30:00,2083500,1523.1099853515625,1551.0799560546875,1520.5,1573.8399658203125
1603287000,2020-10-21 13:30:00,3016100,1569.8499755859375,1585.989990234375,1567.1400146484375,1615.1400146484375
1603373400,2020-10-22 13:30:00,1525600,1585.0,1606.6600341796875,1577.47998046875,1613.4200439453125
1603459800,2020-10-23 13:30:00,1527400,1615.050048828125,1632.97998046875,1611.9100341796875,1634.1199951171875
1603719000,2020-10-26 13:30:00,1791300,1615.0,1584.2900390625,1567.780029296875,1629.5799560546875
1603805400,2020-10-27 13:30:00,1295100,1588.9300537109375,1598.8800048828125,1576.989990234375,1602.0
1603891800,2020-10-28 13:30:00,2258700,1550.010009765625,1510.800048828125,1508.47998046875,1553.81005859375
1603978200,2020-10-29 13:30:00,2770300,1517.02001953125,1556.8800048828125,1516.550048828125,1588.739990234375
1604064600,2020-10-30 13:30:00,4993900,1667.43994140625,1616.1099853515625,1601.5699462890625,1681.3199462890625
1604327400,2020-11-02 14:30:00,2211400,1623.5400390625,1624.3199462890625,1614.239990234375,1658.239990234375
1604413800,2020-11-03 14:30:00,1571600,1630.760009765625,1645.6600341796875,1612.1099853515625,1659.0
1604500200,2020-11-04 14:30:00,3567100,1705.5799560546875,1745.8499755859375,1703.0,1770.030029296875
1604586600,2020-11-05 14:30:00,1987900,1770.449951171875,1762.5,1741.030029296875,1791.8199462890625
1604673000,2020-11-06 14:30:00,1431100,1751.3399658203125,1759.72998046875,1736.6800537109375,1768.5
1604932200,2020-11-09 14:30:00,2672000,1795.97998046875,1761.4200439453125,1757.550048828125,1816.8900146484373
1605018600,2020-11-10 14:30:00,2151100,1729.77001953125,1737.719970703125,1716.1199951171875,1759.3800048828125
1605105000,2020-11-11 14:30:00,1591900,1748.4000244140625,1747.22998046875,1743.06005859375,1762.9000244140625
1605191400,2020-11-12 14:30:00,1323700,1742.0,1742.8199462890625,1737.969970703125,1764.97998046875
1605277800,2020-11-13 14:30:00,1487200,1748.0,1772.260009765625,1735.97998046875,1777.1300048828125
1605537000,2020-11-16 14:30:00,1273400,1764.1400146484375,1774.030029296875,1761.3299560546875,1794.3399658203125
