time_stamp,time,volume,open,close,low,high
1602682200,2020-10-14 13:30:00,8588100,208.20399475097656,203.6000061035156,200.5,208.947998046875
1602768600,2020-10-15 13:30:00,7626700,199.9900054931641,203.13999938964844,198.1280059814453,203.47999572753903
1602855000,2020-10-16 13:30:00,9662200,204.44000244140625,204.4499969482422,202.22000122070312,207.47000122070312
1603114200,2020-10-19 13:30:00,6566700,205.5200042724609,200.0599975585937,199.1000061035156,207.22999572753903
1603200600,2020-10-20 13:30:00,4867700,201.13999938964844,201.9600067138672,200.3099975585937,205.47000122070312
1603287000,2020-10-21 13:30:00,17247200,208.3000030517578,213.07000732421875,206.0200042724609,215.8300018310547
1603373400,2020-10-22 13:30:00,12398300,211.8999938964844,203.92999267578125,202.13999938964844,212.33999633789065
1603459800,2020-10-23 13:30:00,6644700,206.2400054931641,203.0399932861328,201.2100067138672,206.2400054931641
1603719000,2020-10-26 13:30:00,7716000,200.66000366210932,197.22000122070312,195.0500030517578,203.88999938964844
1603805400,2020-10-27 13:30:00,4754400,198.7899932861328,200.42999267578125,197.72000122070312,201.32000732421875
1603891800,2020-10-28 13:30:00,8050000,196.9600067138672,192.3099975585937,191.5,198.38999938964844
1603978200,2020-10-29 13:30:00,7627100,194.0800018310547,195.0399932861328,192.3099975585937,197.58999633789065
1604064600,2020-10-30 13:30:00,12029700,193.2899932861328,186.1300048828125,182.9199981689453,195.3300018310547
1604327400,2020-11-02 14:30:00,14386000,189.009994506836,187.759994506836,185.0500030517578,192.7050018310547
1604413800,2020-11-03 14:30:00,31656000,177.94000244140625,179.80999755859375,174.80999755859375,188.75
1604500200,2020-11-04 14:30:00,16107000,186.759994506836,194.2899932861328,184.1100006103516,195.0
1604586600,2020-11-05 14:30:00,15188500,202.3000030517578,204.5599975585937,199.3699951171875,204.9199981689453
1604673000,2020-11-06 14:30:00,8075100,204.6000061035156,202.72999572753903,198.5500030517578,204.9199981689453
1604932200,2020-11-09 14:30:00,18986400,195.7400054931641,184.72000122070312,184.44000244140625,196.07000732421875
1605018600,2020-11-10 14:30:00,13144300,184.97999572753903,183.3600006103516,178.60000610351562,186.7100067138672
1605105000,2020-11-11 14:30:00,9151700,187.4980010986328,192.33999633789065,186.3999938964844,193.1000061035156
1605191400,2020-11-12 14:30:00,7096100,193.9499969482422,189.1000061035156,188.42999267578125,194.8999938964844
1605277800,2020-11-13 14:30:00,6017200,191.10699462890625,188.6199951171875,186.8500061035156,191.72999572753903
1605537000,2020-11-16 14:30:00,10127800,185.19000244140625,191.94000244140625,183.5399932861328,192.3800048828125
1605623400,2020-11-17 14:30:00,6448800,192.1300048828125,192.3000030517578,190.6300048828125,194.6300048828125
1605709800,2020-11-18 14:30:00,8095400,192.58999633789065,190.1199951171875,189.5399932861328,192.9499969482422
1605796200,2020-11-19 14:30:00,9391500,190.82000732421875,190.8999938964844,189.57000732421875,192.75
1605882600,2020-11-20 14:30:00,11514100,192.47000122070312,192.6699981689453,190.9600067138672,194.72999572753903
1606141800,2020-11-23 14:30:00,12020000,194.52999877929688,200.82000732421875,193.9199981689453,202.16000366210932
1606228200,2020-11-24 14:30:00,14781600,204.0,206.0,198.8600006103516,207.07899475097656
1606314600,2020-11-25 14:30:00,13817500,206.2899932861328,214.4600067138672,206.22999572753903,216.07000732421875
1606487400,2020-11-27 14:30:00,5363200,213.1999969482422,211.38999938964844,208.6199951171875,213.83999633789065
1606746600,2020-11-30 14:30:00,12976100,212.509994506836,214.1199951171875,207.08999633789065,215.8300018310547
1606833000,2020-12-01 14:30:00,10137400,217.1499938964844,216.5399932861328,214.33999633789065,220.57000732421875
1606919400,2020-12-02 14:30:00,7537400,215.6000061035156,212.5599975585937,210.5,215.75
1607005800,2020-12-03 14:30:00,7645200,213.3300018310547,214.5399932861328,213.1100006103516,216.92999267578125
1607092200,2020-12-04 14:30:00,6214600,214.8800048828125,217.7700042724609,213.009994506836,218.5529937744141
