time_stamp,time,volume,open,close,low,high
1602682200,2020-10-14 13:30:00,15204100,101.02999877929688,100.22000122070312,100.0999984741211,101.93000030517578
1602768600,2020-10-15 13:30:00,17171200,99.0999984741211,101.72000122070312,99.04000091552734,101.77999877929688
1602855000,2020-10-16 13:30:00,13275000,101.41000366210938,101.51000213623048,100.72000122070312,102.33000183105467
1603114200,2020-10-19 13:30:00,11725700,101.5999984741211,99.8000030517578,99.55999755859376,101.87000274658205
1603200600,2020-10-20 13:30:00,11257100,100.30999755859376,100.37000274658205,100.12000274658205,101.7699966430664
1603287000,2020-10-21 13:30:00,10730500,100.36000061035156,99.37000274658205,99.33000183105467,100.98999786376952
1603373400,2020-10-22 13:30:00,14837200,99.31999969482422,102.87999725341795,99.30999755859376,103.23999786376952
1603459800,2020-10-23 13:30:00,15087600,103.5,103.80999755859376,102.93000030517578,104.4499969482422
1603719000,2020-10-26 13:30:00,12410700,102.6500015258789,101.23999786376952,100.25,102.6999969482422
1603805400,2020-10-27 13:30:00,10391700,100.51000213623048,99.33000183105467,99.16000366210938,100.91999816894533
1603891800,2020-10-28 13:30:00,16389500,97.5,96.54000091552734,96.06999969482422,98.3000030517578
1603978200,2020-10-29 13:30:00,14208800,96.12000274658205,97.16999816894533,95.23999786376952,97.9800033569336
1604064600,2020-10-30 13:30:00,15194500,97.91000366210938,98.04000091552734,96.2300033569336,98.41999816894533
1604327400,2020-11-02 14:30:00,15011600,99.38999938964844,100.25,97.86000061035156,100.87999725341795
1604413800,2020-11-03 14:30:00,17482600,103.0199966430664,103.41000366210938,102.69000244140624,104.73999786376952
1604500200,2020-11-04 14:30:00,18886500,101.0,100.25,98.93000030517578,102.06999969482422
1604586600,2020-11-05 14:30:00,17837400,101.05999755859376,104.3499984741211,101.0,105.0999984741211
1604673000,2020-11-06 14:30:00,12552800,105.02999877929688,102.95999908447266,102.38999938964844,105.0999984741211
1604932200,2020-11-09 14:30:00,47792400,113.16000366210938,116.9000015258789,110.3499984741211,118.9000015258789
1605018600,2020-11-10 14:30:00,20539300,117.3499984741211,116.5199966430664,114.69000244140624,117.4499969482422
1605105000,2020-11-11 14:30:00,14443400,116.88999938964844,114.77999877929688,113.95999908447266,116.95999908447266
1605191400,2020-11-12 14:30:00,22063000,112.52999877929688,113.37000274658205,112.05999755859376,113.95999908447266
1605277800,2020-11-13 14:30:00,11847900,114.6999969482422,114.08000183105467,113.56999969482422,114.86000061035156
1605537000,2020-11-16 14:30:00,19858600,117.79000091552734,117.3000030517578,115.7300033569336,118.61000061035156
1605623400,2020-11-17 14:30:00,14553200,115.38999938964844,116.11000061035156,114.58000183105467,116.44000244140624
1605709800,2020-11-18 14:30:00,12571200,117.33999633789062,115.25,115.1999969482422,118.61000061035156
1605796200,2020-11-19 14:30:00,10202500,114.18000030517578,115.55999755859376,113.55999755859376,115.81999969482422
1605882600,2020-11-20 14:30:00,12718900,114.43000030517578,114.56999969482422,114.08999633789062,115.6500015258789
1606141800,2020-11-23 14:30:00,13209200,116.0500030517578,117.87000274658205,115.56999969482422,118.16999816894533
1606228200,2020-11-24 14:30:00,20121600,120.06999969482422,123.31999969482422,119.70999908447266,123.5
1606314600,2020-11-25 14:30:00,11715600,121.37000274658205,122.02999877929688,120.47000122070312,122.37999725341795
1606487400,2020-11-27 14:30:00,5983600,122.0,121.22000122070312,121.08000183105467,122.3499984741211
1606746600,2020-11-30 14:30:00,14411800,120.0,117.87999725341795,117.7699966430664,120.72000122070312
1606833000,2020-12-01 14:30:00,12668900,120.33999633789062,119.73999786376952,119.62999725341795,121.58000183105467
1606919400,2020-12-02 14:30:00,10811300,119.6999969482422,122.04000091552734,119.2699966430664,122.30999755859376
1607005800,2020-12-03 14:30:00,12904400,121.8499984741211,121.23999786376952,120.36000061035156,121.88999938964844
1607092200,2020-12-04 14:30:00,13583700,122.4800033569336,122.33999633789062,121.69000244140624,123.29000091552734
1607351400,2020-12-07 14:30:00,9724300,121.1500015258789,121.87999725341795,120.20999908447266,122.16999816894533
1607437800,2020-12-08 14:30:00,9592100,121.04000091552734,122.0,120.76000213623048,122.33000183105467
1607524200,2020-12-09 14:30:00,13073900,123.16999816894533,121.0500030517578,120.44000244140624,123.3000030517578
1607610600,2020-12-10 14:30:00,13668400,119.98999786376952,120.2699966430664,119.55999755859376,120.77999877929688
1607697000,2020-12-11 14:30:00,9981600,118.94000244140624,119.55999755859376,118.37000274658205,120.0199966430664
1607956200,2020-12-14 14:30:00,12112400,121.33999633789062,118.3000030517578,118.11000061035156,121.41999816894533
1608042600,2020-12-15 14:30:00,12590200,119.29000091552734,120.31999969482422,118.62000274658205,120.9000015258789
1608129000,2020-12-16 14:30:00,11169400,120.3000030517578,120.66999816894533,119.86000061035156,121.08000183105467
1608215400,2020-12-17 14:30:00,11618000,121.26000213623048,119.66999816894533,119.58000183105467,121.4499969482422
1608301800,2020-12-18 14:30:00,28954800,119.13999938964844,119.08000183105467,118.2699966430664,119.87999725341795
1608561000,2020-12-21 14:30:00,28323600,123.16999816894533,123.5500030517578,121.08999633789062,125.0
1608647400,2020-12-22 14:30:00,11788200,123.38999938964844,121.66999816894533,121.61000061035156,123.5199966430664
1608733800,2020-12-23 14:30:00,14973200,122.77999877929688,125.06999969482422,122.3499984741211,126.5199966430664
1608820200,2020-12-24 14:30:00,4164900,125.08999633789062,124.5199966430664,123.56999969482422,125.5500030517578
1609165800,2020-12-28 14:30:00,8072600,125.81999969482422,125.33999633789062,124.79000091552734,126.6500015258789
1609252200,2020-12-29 14:30:00,8389200,126.1999969482422,125.01000213623048,124.88999938964844,126.27999877929688
1609338600,2020-12-30 14:30:00,7398000,125.48999786376952,125.36000061035156,124.9000015258789,125.8499984741211
1609425000,2020-12-31 14:30:00,8580200,125.08999633789062,127.06999969482422,124.81999969482422,127.33000183105467
1609770600,2021-01-04 14:30:00,16819900,127.5,125.87000274658205,124.77999877929688,127.86000061035156
1609857000,2021-01-05 14:30:00,13731200,124.98999786376952,125.6500015258789,123.7699966430664,126.3000030517578
1609943400,2021-01-06 14:30:00,24909100,129.8800048828125,131.5500030517578,127.87999725341795,132.77000427246094
1610029800,2021-01-07 14:30:00,21940400,135.69000244140625,135.8699951171875,134.9199981689453,138.19000244140625
1610116200,2021-01-08 14:30:00,12035100,135.97000122070312,136.02000427246094,134.1199951171875,136.35000610351562
1610375400,2021-01-11 14:30:00,15937900,134.5800018310547,138.0500030517578,134.11000061035156,138.1999969482422
1610461800,2021-01-12 14:30:00,18033500,139.44000244140625,140.22000122070312,138.8300018310547,141.66000366210938
1610548200,2021-01-13 14:30:00,14816800,138.58999633789062,140.35000610351562,138.10000610351562,140.7899932861328
1610634600,2021-01-14 14:30:00,18565600,140.49000549316406,141.1699981689453,140.0,142.75
1610721000,2021-01-15 14:30:00,27881000,137.42999267578125,138.63999938964844,137.00999450683594,141.64999389648438
1611066600,2021-01-19 14:30:00,19843800,139.86000061035156,138.0399932861328,137.82000732421875,140.6999969482422
1611153000,2021-01-20 14:30:00,16028800,137.82000732421875,135.97000122070312,135.44000244140625,138.1699981689453
1611239400,2021-01-21 14:30:00,13411700,135.69000244140625,134.8300018310547,134.32000732421875,136.16000366210938
1611325800,2021-01-22 14:30:00,12933200,132.69000244140625,133.7899932861328,132.1999969482422,134.39999389648438
1611585000,2021-01-25 14:30:00,14212800,132.13999938964844,132.1199951171875,130.05999755859375,133.1699981689453
1611671400,2021-01-26 14:30:00,11307800,132.75,131.5800018310547,131.33999633789062,133.1699981689453
1611757800,2021-01-27 14:30:00,17603900,129.58999633789062,127.86000061035156,127.3499984741211,129.85000610351562
1611844200,2021-01-28 14:30:00,13761800,129.89999389648438,130.11000061035156,128.99000549316406,132.1699981689453
1611930600,2021-01-29 14:30:00,14808100,131.19000244140625,128.6699981689453,128.19000244140625,131.72000122070312
1612189800,2021-02-01 14:30:00,11080700,129.39999389648438,129.6199951171875,128.47999572753906,130.07000732421875
1612276200,2021-02-02 14:30:00,12253600,131.94000244140625,133.61000061035156,131.22000122070312,134.38999938964844
1612362600,2021-02-03 14:30:00,10600800,133.64999389648438,135.13999938964844,133.50999450683594,135.75999450683594
1612449000,2021-02-04 14:30:00,12419500,135.47000122070312,138.25,135.47000122070312,138.66000366210938
1612535400,2021-02-05 14:30:00,10051300,139.38999938964844,137.97999572753906,137.3800048828125,139.49000549316406
1612794600,2021-02-08 14:30:00,10136400,138.1999969482422,140.13999938964844,138.17999267578125,140.3000030517578
1612881000,2021-02-09 14:30:00,8614800,139.42999267578125,139.5800018310547,138.5399932861328,139.97999572753906
1612967400,2021-02-10 14:30:00,10323200,140.0,139.66000366210938,139.0399932861328,140.8699951171875
1613053800,2021-02-11 14:30:00,9201000,139.66000366210938,139.27000427246094,138.22000122070312,140.5500030517578
1613140200,2021-02-12 14:30:00,8324600,139.0500030517578,141.25,139.0,141.61000061035156
1613485800,2021-02-16 14:30:00,12130600,143.5500030517578,144.64999389648438,142.39999389648438,145.32000732421875
1613572200,2021-02-17 14:30:00,10810100,143.9499969482422,145.10000610351562,143.1199951171875,145.3800048828125
1613658600,2021-02-18 14:30:00,10587800,144.0,145.58999633789062,143.39999389648438,145.7899932861328
1613745000,2021-02-19 14:30:00,11969800,145.86000061035156,148.02000427246094,145.86000061035156,148.83999633789062
1614004200,2021-02-22 14:30:00,11488400,146.8699951171875,149.41000366210938,146.7899932861328,150.19000244140625
1614090600,2021-02-23 14:30:00,16234400,151.50999450683594,150.61000061035156,149.58999633789062,152.30999755859375
1614177000,2021-02-24 14:30:00,15061400,150.11000061035156,153.25999450683594,150.11000061035156,153.75999450683594
1614263400,2021-02-25 14:30:00,18127700,154.27000427246094,151.17999267578125,150.58999633789062,154.89999389648438
1614349800,2021-02-26 14:30:00,19829200,150.3000030517578,147.1699981689453,146.50999450683594,150.8699951171875
1614609000,2021-03-01 14:30:00,14845500,149.52000427246094,150.5,148.47999572753906,151.3800048828125
1614695400,2021-03-02 14:30:00,14221700,150.0800018310547,150.00999450683594,149.83999633789062,151.77999877929688
1614781800,2021-03-03 14:30:00,14324100,151.22999572753906,152.91000366210938,150.82000732421875,154.97999572753906
1614868200,2021-03-04 14:30:00,20093900,152.61000061035156,150.55999755859375,148.6199951171875,154.3800048828125
1614954600,2021-03-05 14:30:00,18465100,153.22000122070312,150.91000366210938,147.97000122070312,153.49000549316406
1615213800,2021-03-08 14:30:00,17133300,152.47000122070312,152.91000366210938,150.75,155.4600067138672
1615300200,2021-03-09 14:30:00,16238800,151.5,151.8300018310547,149.82000732421875,154.25
1615386600,2021-03-10 14:30:00,14342200,151.91000366210938,155.1300048828125,151.50999450683594,156.16000366210938
1615473000,2021-03-11 14:30:00,11771500,154.11000061035156,154.32000732421875,153.36000061035156,156.14999389648438
1615559400,2021-03-12 14:30:00,12849500,156.86000061035156,156.14999389648438,155.07000732421875,157.6300048828125
1615815000,2021-03-15 13:30:00,12101100,156.35000610351562,155.3699951171875,153.9600067138672,156.9199981689453
1615901400,2021-03-16 13:30:00,12805600,154.08999633789062,153.50999450683594,152.19000244140625,154.60000610351562
1615987800,2021-03-17 13:30:00,13952400,155.33999633789062,155.08999633789062,153.0500030517578,156.8800048828125
1616074200,2021-03-18 13:30:00,21898500,157.60000610351562,157.64999389648438,157.11000061035156,161.69000244140625
1616160600,2021-03-19 13:30:00,54418800,155.50999450683594,155.13999938964844,151.19000244140625,155.94000244140625
